"Country.Name","Country.Code","Region","IncomeGroup","Year","Life.Expectancy.World.Bank","Prevelance.of.Undernourishment","CO2","Health.Expenditure..","Education.Expenditure..","Unemployment","Sanitation","Injuries","Communicable","NonCommunicable"
"Slovenia","SVN","Europe & Central Asia","High income",2015,80.7756097560976,2.5,13140.0003433228,8.49823952,4.90953016281128,8.96000003814697,61.41714762,85612.92,21476.96,502403.27
"Sweden","SWE","Europe & Central Asia","High income",2015,82.2048780487805,2.5,39189.998626709,10.80418396,7.4439001083374,7.42999982833862,94.55197972,234619.41,101450.01,2325044.45
"Chad","TCD","Sub-Saharan Africa","Low income",2015,53.137,28,2390.00010490417,4.52395439,2.40000009536743,1.07099997997284,9.356973052,594022.47,8317417.06,2194597.11
"Togo","TGO","Sub-Saharan Africa","Low income",2015,59.927,20.5,1830.00004291534,4.9564662,5.10860013961792,2.20000004768372,8.321616697,236202.63,2405029.12,1081590.89
"Thailand","THA","East Asia & Pacific","Upper middle income",2015,76.091,7.3,264000,3.66788888,3.75967001914978,0.600000023841858,24.25724286,2565360.74,2821774.21,14072331.45
"Tunisia","TUN","Middle East & North Africa","Lower middle income",2015,75.922,2.5,30479.9995422363,6.62154102,6.22044992446899,15.1599998474121,74.36254533,306137.97,282398.61,2184201.93
"Tanzania","TZA","Sub-Saharan Africa","Lower middle income",2015,63.111,22.5,11689.9995803833,3.64969921,4.19486999511719,2.14299988746643,22.07175817,1446560.26,15042934.66,7895135.19
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2015,71.189512195122,2.5,191070.007324219,7.77609348,5.74255990982056,9.14000034332275,64.83414272,2949060.32,1412922.91,18179882.61
"United States","USA","North America","High income",2015,78.690243902439,2.5,4990709.9609375,16.52407265,4.95341014862061,5.28000020980835,98.32452877,9767940.25,4915047.69,88510700.99
"Samoa","WSM","East Asia & Pacific","Lower middle income",2015,72.73,4.4,239.999994635582,5.78755045,4.8577299118042,8.50100040435791,47.86920748,6445.02,8806.61,41367.55
"Albania","ALB","Europe & Central Asia","Upper middle income",2016,78.194,4.7,4480.00001907349,4.91601658,3.96209001541138,15.4200000762939,46.69888959,81528.11,55750.85,614034.75
"Argentina","ARG","Latin America & Caribbean","Upper middle income",2016,76.221,2.6,183160.003662109,9.00189686,5.54548978805542,8.11100006103516,51.26354091,1437579.67,1493347.53,9356521.8
"Armenia","ARM","Europe & Central Asia","Upper middle income",2016,74.64,2.7,5070.00017166138,9.95196629,2.75812005996704,17.6200008392334,63.13672983,85975.39,75795.64,773727.64
"Australia","AUS","East Asia & Pacific","High income",2016,82.4487804878049,2.5,384989.990234375,9.24815178,5.28623008728027,5.71000003814697,70.39184431,715219.73,214189.82,4970102.42
"Austria","AUT","Europe & Central Asia","High income",2016,81.6414634146342,2.5,63680.0003051758,10.3522625,5.4796199798584,6.01000022888184,99.63798849,222291.57,74719.76,2209407.67
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",2016,72.493,2.5,32240.0016784668,4.03655434,2.90340995788574,5,23.65736781,246723.85,563663.79,2328939.55
"Belgium","BEL","Europe & Central Asia","High income",2016,81.4390243902439,2.5,94220.0012207031,10.77319717,6.46173000335693,7.82999992370605,85.29732015,371660.45,165459.73,2789788.63
"Bangladesh","BGD","South Asia","Lower middle income",2016,71.785,13.3,74379.997253418,2.47291207,1.53553998470306,4.34999990463257,34.67175069,3273604.39,13504962.58,26200586.73
"Belarus","BLR","Europe & Central Asia","Upper middle income",2016,73.8268292682927,2.5,55139.9993896484,5.91054153,4.94654989242554,5.84000015258789,74.83018213,478368.04,155883.56,3103665.33
"Bolivia","BOL","Latin America & Caribbean","Lower middle income",2016,70.626,13.1,22010.0002288818,6.83333063,8.85000038146973,3.5,47.04296958,384813.02,1106522.19,2124493.34
"Brazil","BRA","Latin America & Caribbean","Upper middle income",2016,75.23,2.5,447079.986572266,9.16901207,6.314040184021,11.6000003814697,44.88398291,10146877.67,9744185.18,45028754.5
"Central African Republic","CAF","Sub-Saharan Africa","Low income",2016,51.593,48.6,209.999993443489,5.44400311,1.75408899784088,5.65199995040894,14.98715727,422223.77,3228300.21,956539.23
"Switzerland","CHE","Europe & Central Asia","High income",2016,83.6024390243903,2.5,39669.9981689453,11.30005455,4.92645978927612,4.92000007629395,99.63594918,214359.62,82664.29,1900848.83
"Chile","CHL","Latin America & Caribbean","High income",2016,79.779,3.1,86489.9978637695,8.51866722,5.34201002120972,6.73999977111816,72.75744191,505648.64,291300.96,3491639.52
"China","CHN","East Asia & Pacific","Upper middle income",2016,76.21,2.5,9874660.15625,4.97955608,3.79362010955811,4.53000020980835,56.24054077,36187303.51,24902750.82,310204381.1
"Colombia","COL","Latin America & Caribbean","Upper middle income",2016,76.732,6,82680.0003051758,7.53117037,4.47721004486084,8.6899995803833,17.71633204,2027639.76,1403918.21,7688695.06
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2016,79.738,3.6,8079.99992370605,7.31724358,6.89395999908447,8.60000038146973,31.53311961,152550.72,90956.71,809024.14
"Cyprus","CYP","Europe & Central Asia","High income",2016,80.513,2.5,7219.99979019165,6.62359428,6.14541006088257,12.9499998092651,76.90836255,26960.02,11359.66,256909.36
"Germany","DEU","Europe & Central Asia","High income",2016,80.990243902439,2.5,747150.024414063,11.23563671,4.83923006057739,4.11999988555908,96.95542656,1937140.97,975592.03,23829341.15
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2016,65.064,13.6,419.999986886978,2.7274003,3.92439007759094,26.193000793457,34.62876351,33453.84,272081.02,164595.32
"Algeria","DZA","Middle East & North Africa","Lower middle income",2016,76.298,2.8,154910.003662109,6.60749578,7.34435987472534,10.1999998092651,18.52347293,1184780.1,1716609.07,7007974.48
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2016,76.365,9.7,39810.001373291,7.27991486,4.36275005340576,4.59999990463257,41.80394258,703670.02,697031.33,2807419.59
"Spain","ESP","Europe & Central Asia","High income",2016,83.3292682926829,2.5,247029.998779297,8.9523859,4.22764015197754,19.6299991607666,95.66609688,884009.41,504087.67,11013426.31
"Estonia","EST","Europe & Central Asia","High income",2016,77.6414634146342,2.5,15989.9997711182,6.42956781,5.15763998031616,6.76000022888184,92.88954827,44527.39,18520.08,392396.89
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2016,65.482,14.4,14970.0002670288,3.60033059,5.06151008605957,2.28800010681152,5.866489062,2851050.31,24764043.94,12236105.64
"Finland","FIN","Europe & Central Asia","High income",2016,81.4292682926829,2.5,45700.0007629395,9.37796021,6.85153007507324,8.81999969482422,84.09987555,175853.25,36679.32,1415176.59
"United Kingdom","GBR","Europe & Central Asia","High income",2016,81.1560975609756,2.5,380809.997558594,9.87313271,5.37532997131348,4.80999994277954,98.04028692,1241383.18,1001216.92,16742623.76
"Georgia","GEO","Europe & Central Asia","Upper middle income",2016,73.207,8.3,9649.99961853027,7.99670744,3.59386992454529,16.6000003814697,36.49444378,141954.74,105091.99,1244800.61
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2016,63.124,7.7,16069.9996948242,3.46157742,4.39452981948853,5.52699995040894,11.47145828,878314.83,7111442.22,4761360.78
"Honduras","HND","Latin America & Caribbean","Lower middle income",2016,74.701,13.8,9470.00026702881,7.69098616,5.15961980819702,6.73000001907349,48.1578315,373951.84,448708.47,1601073.7
"Hungary","HUN","Europe & Central Asia","High income",2016,76.0634146341464,2.5,44250,6.99535179,4.61454010009766,5.1100001335144,86.093358,344350.67,117794.37,3235406.56
"India","IND","South Asia","Lower middle income",2016,68.897,13.9,2195250,3.50430417,4.25407981872559,5.4229998588562,37.79397393,50122107.76,158681750.8,255353220.7
"Ireland","IRL","Europe & Central Asia","High income",2016,81.6536585365854,2.5,38819.9996948242,7.4248991,3.74212002754211,8.36999988555908,80.99589882,88020.64,47335.23,999539.71
"Iraq","IRQ","Middle East & North Africa","Upper middle income",2016,70.122,19.1,142229.995727539,3.492342,4.71000003814697,10.8199996948242,41.7197168,4006033.25,1713320.87,6248076.84
"Iceland","ISL","Europe & Central Asia","High income",2016,82.2048780487805,2.5,1629.99999523163,8.09714699,7.43219995498657,2.98000001907349,76.39218888,6494.55,3226.83,63722.14
"Israel","ISR","Middle East & North Africa","High income",2016,82.4073170731707,2.5,64980.0033569336,7.17326927,5.85578012466431,4.80000019073486,91.93520069,150512.95,104386.57,1464322.17
"Italy","ITA","Europe & Central Asia","High income",2016,83.2439024390244,2.5,333339.996337891,8.72533035,3.81578993797302,11.6899995803833,95.75417839,1119645.39,560414.13,15916543.54
"Jordan","JOR","Middle East & North Africa","Upper middle income",2016,74.184,7.1,24819.9996948242,7.15642214,3.45282006263733,15.2799997329712,81.48468365,190870.5,307188.19,1351058.35
"Japan","JPN","East Asia & Pacific","High income",2016,83.9848780487805,2.5,1167790.0390625,10.65891647,3.14643001556396,3.09999990463257,79.8354148,3267793.72,1979373.56,30930863.67
"Kuwait","KWT","Middle East & North Africa","High income",2016,75.224,2.5,91550.0030517578,4.73096323,5.84771013259888,2.16000008583069,100,72940.81,67637.51,520373.14
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2016,78.8,6.2,27809.9994659424,7.914958,2.12392997741699,9.78299999237061,15.33280124,126606,130498.96,1086974.89
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2016,52.059,32,689.999997615814,8.75972462,7.76074981689453,23.4750003814697,40.27448781,169438.9,1145360.63,446822.92
"Lithuania","LTU","Europe & Central Asia","High income",2016,74.6707317073171,2.5,11199.9998092651,6.63746214,4.004310131073,7.8600001335144,92.29599606,154814.19,50057.26,974118.96
"Latvia","LVA","Europe & Central Asia","High income",2016,74.580487804878,2.5,7150.00009536743,6.13591957,4.65749979019165,9.64000034332275,74.26633217,85679.37,35554.05,659527.59
"Madagascar","MDG","Sub-Saharan Africa","Low income",2016,65.931,41.6,3180.0000667572,5.25697422,2.68719005584717,1.80499994754791,9.07777163,576993.67,6469074.71,3759391.31
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2016,74.917,5.8,473309.997558594,5.55345869,4.90681982040405,3.85999989509583,47.69541008,4617131.95,3853912.09,23550661.72
"Mali","MLI","Sub-Saharan Africa","Low income",2016,57.987,3.1,4670.00007629395,3.77377391,3.09477996826172,7.57000017166138,17.11413871,785125.44,10541209.83,3201311.76
"Malta","MLT","Middle East & North Africa","High income",2016,82.4536585365854,2.5,1350.00002384186,8.94369507,5.08445978164673,4.69000005722046,91.86797469,9011.72,5676.47,104383.91
"Myanmar","MMR","East Asia & Pacific","Lower middle income",2016,66.205,3.5,21860.0006103516,5.11349964,1.89999997615814,1.17700004577637,60.89505922,1869195.7,5884063.57,12281024.58
"Mongolia","MNG","East Asia & Pacific","Lower middle income",2016,69.321,7.4,18170.0000762939,4.42355633,5.18310022354126,7.23999977111816,50.01042959,171238.58,179891.78,764574.07
"Malawi","MWI","Sub-Saharan Africa","Low income",2016,62.681,16.1,1120.00000476837,10.87966633,4.74856996536255,5.81699991226196,23.20140918,408325.5,5189008.69,2355866.72
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2016,75.649,3.5,235960.006713867,3.68569684,4.75192022323608,3.44000005722046,74.2848702,784585.39,1234672.25,5215452.63
"Netherlands","NLD","Europe & Central Asia","High income",2016,81.5609756097561,2.5,158539.993286133,10.2942524,5.47959995269775,6.01000022888184,97.48670933,344829.07,187570.57,4086538.48
"Norway","NOR","Europe & Central Asia","High income",2016,82.4073170731707,2.5,38759.9983215332,10.59129524,8.03055000305176,4.67999982833862,63.99637237,122117.24,58276.06,1135893.58
"Nepal","NPL","South Asia","Lower middle income",2016,69.848,4.5,10409.9998474121,5.42379808,3.90320992469788,2.86800003051758,38.9681496,882345.07,3091083.68,5365146.03
"New Zealand","NZL","East Asia & Pacific","High income",2016,81.6124390243903,2.5,31190.0005340576,9.23865223,6.411789894104,5.15000009536743,81.264409,152379.74,43823.25,956071.92
"Peru","PER","Latin America & Caribbean","Upper middle income",2016,76.044,6.9,56860.0006103516,4.97274113,3.81316995620728,3.74000000953674,43.01230098,843541.59,1696453.37,4801033.81
"Philippines","PHL","East Asia & Pacific","Lower middle income",2016,70.802,8.8,121959.999084473,3.95484376,3.5699999332428,2.70000004768372,55.92972932,3105670.74,8998455.19,20078964.33
"Poland","POL","Europe & Central Asia","High income",2016,77.8512195121951,2.5,299799.987792969,6.53473806,4.63339996337891,6.15999984741211,89.74680971,1432787.7,551758.13,10420149.88
"Romania","ROU","Europe & Central Asia","High income",2016,75.209756097561,2.5,71589.9963378906,5.00346899,2.97989010810852,5.90000009536743,74.98827061,705282.37,421733.11,6338398.74
"Saudi Arabia","SAU","Middle East & North Africa","High income",2016,74.761,3.7,561229.98046875,5.83562946,8.51045799255371,5.65000009536743,54.24458293,1980780.14,649277.3,5044183.94
"Senegal","SEN","Sub-Saharan Africa","Lower middle income",2016,67.078,9.5,10130.0001144409,4.26078129,5.11309003829956,4.46000003814697,21.66300532,340945.55,3175625.12,2155535.42
"Sierra Leone","SLE","Sub-Saharan Africa","Low income",2016,53.444,25.9,930.000007152557,16.5259552,3.06023001670837,4.66300010681152,12.98034479,279141.79,3307688.86,1314401.46
"Serbia","SRB","Europe & Central Asia","Upper middle income",2016,75.6878048780488,4.2,46619.9989318848,8.4589138,3.63470005989075,15.2600002288818,18.46798096,271283.71,122266.47,2854815.07
"Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income",2016,69.67,12.9,129.999995231628,6.43088818,5.17303991317749,13.8940000534058,30.17199252,4170.61,18418.71,31549.51
"Suriname","SUR","Latin America & Caribbean","Upper middle income",2016,71.358,8.3,2950.00004768372,6.35384083,5.64051675796509,7.92000007629395,26.47466859,24120.74,36615.53,129944.63
"Slovenia","SVN","Europe & Central Asia","High income",2016,81.1756097560976,2.5,13899.9996185303,8.4630394,4.79266977310181,8,65.21045217,85807.01,21440.94,501700.25
"Sweden","SWE","Europe & Central Asia","High income",2016,82.3073170731707,2.5,38779.9987792969,10.85240364,7.61861991882324,6.98999977111816,94.67042316,236954.31,102803.71,2339413.66
"Chad","TCD","Sub-Saharan Africa","Low income",2016,53.438,28.5,2210.00003814697,5.05077505,2.29999995231628,1.10399997234344,9.484698858,566362.83,8354586.23,2256107.35
"Togo","TGO","Sub-Saharan Africa","Low income",2016,60.22,21.2,2299.99995231628,5.35245514,3.68649005889893,2.96600008010864,8.516427013,241851.57,2294813.98,1114774.54
"Thailand","THA","East Asia & Pacific","Upper middle income",2016,76.403,7.5,261600.006103516,3.7540946,3.63752007484436,0.689999997615814,24.60270448,2612921.14,2816084.21,14486294.43
"Tunisia","TUN","Middle East & North Africa","Lower middle income",2016,76.115,2.5,29610.0006103516,6.60998964,7.32434988021851,15.5600004196167,75.84910852,299235.49,271670.12,2222393.49
"Tanzania","TZA","Sub-Saharan Africa","Lower middle income",2016,63.844,22.7,11199.9998092651,3.9635036,4.10197019577026,2.15799999237061,23.10593379,1460702.22,14726558.92,8051900.37
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2016,71.4763414634146,2.5,201660.003662109,7.54540205,5.00977993011475,9.35000038146973,67.25893125,2833919.33,1390069.09,17760343.3
"United States","USA","North America","High income",2016,78.5390243902439,2.5,4894500,16.84432411,4.79815006256104,4.86999988555908,98.31176198,10076308.82,4954745.24,90538405.96
"Samoa","WSM","East Asia & Pacific","Lower middle income",2016,72.895,4.7,300.000011920929,5.4250021,4.16406011581421,8.30700016021729,47.80464214,6538.85,8838.61,41984.04
"Albania","ALB","Europe & Central Asia","Upper middle income",2017,78.333,4.7,5139.9998664856,5.01263571,3.61173009872437,13.6199998855591,47.05228993,81733.67,54297.2,619848.51
"Armenia","ARM","Europe & Central Asia","Upper middle income",2017,74.797,2.8,5369.99988555908,10.36270523,2.70759010314941,17.7000007629395,64.61479069,78192.14,71411.13,775713.1
"Australia","AUS","East Asia & Pacific","High income",2017,82.5,2.5,389160.003662109,9.26682281,5.13680982589722,5.59000015258789,71.35875683,729732.72,214605.47,5081739.38
"Austria","AUT","Europe & Central Asia","High income",2017,81.6439024390244,2.5,65860.0006103516,10.38460541,5.37159013748169,5.5,99.63759412,222679.74,75555.41,2206395.42
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",2017,72.693,2.5,31959.9990844727,3.73651457,2.47381997108459,5,22.78796404,243624.94,534197.47,2374777.3
"Belgium","BEL","Europe & Central Asia","High income",2017,81.4926829268293,2.5,92720.0012207031,10.78312588,6.42534017562866,7.09000015258789,86.1781663,373426.56,166023.54,2814461.08
"Bulgaria","BGR","Europe & Central Asia","Upper middle income",2017,74.8146341463415,3,43880.0010681152,7.5206337,4.07527017593384,6.15999984741211,66.79304934,257836.61,117513.48,2880930.27
"Belarus","BLR","Europe & Central Asia","Upper middle income",2017,74.1292682926829,2.5,56009.9983215332,5.75974846,4.79499006271362,5.65000009536743,74.58773863,472077.41,152785.68,3120829.36
"Bolivia","BOL","Latin America & Caribbean","Lower middle income",2017,70.945,12.5,22750,6.4901948,8.65999984741211,3.65000009536743,48.48564858,385733.21,1085318.1,2165543.09
"Brazil","BRA","Latin America & Caribbean","Upper middle income",2017,75.456,2.5,456489.990234375,9.47124863,6.32047986984253,12.8199996948242,45.85641823,9953971.87,9524933.94,45356076.39
"Central African Republic","CAF","Sub-Saharan Africa","Low income",2017,52.24,46.1,219.999998807907,6.6654377,1.75365018844604,5.64799976348877,14.63759225,518597.96,3141782.06,970329.56
"Switzerland","CHE","Europe & Central Asia","High income",2017,83.5512195121951,2.5,38700.0007629395,11.48099899,4.9515700340271,4.80000019073486,99.63774647,218316.77,82960,1918975.58
"Chile","CHL","Latin America & Caribbean","High income",2017,79.909,2.9,87069.9996948242,9.06854153,5.41966009140015,6.96000003814697,74.37180759,514381.86,289766.66,3574168.77
"China","CHN","East Asia & Pacific","Upper middle income",2017,76.47,2.5,10096009.765625,5.06592178,3.66744995117188,4.44000005722046,60.09072637,35833684.58,23696346.15,314747193.3
"Colombia","COL","Latin America & Caribbean","Upper middle income",2017,76.925,5.9,74989.9978637695,7.67864275,4.53551006317139,8.86999988555908,17.86728223,2094580.61,1381619.53,7876594.76
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2017,79.914,3.2,8260.00022888184,7.04522943,7.06980991363525,8.14000034332275,31.00045795,152956.02,88243.37,826233.01
"Cyprus","CYP","Europe & Central Asia","High income",2017,80.672,2.5,7360.0001335144,6.59893894,5.71853017807007,11.0500001907349,76.99207458,27693.4,11426.31,262089.83
"Germany","DEU","Europe & Central Asia","High income",2017,80.9926829268293,2.5,732200.012207031,11.32935143,4.87182998657227,3.75,97.03491046,1967044.13,962702.59,23932073.56
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2017,65.893,13.5,419.999986886978,2.46476841,3.74855995178223,26.0599994659424,35.43612633,34283.22,261281.81,170428.77
"Denmark","DNK","Europe & Central Asia","High income",2017,81.1024390243903,2.5,33130.0010681152,10.03963375,7.75243997573853,5.82999992370605,91.36491906,117724.08,71965.1,1469118.18
"Algeria","DZA","Middle East & North Africa","Lower middle income",2017,76.499,2.7,158339.996337891,6.27938414,6.50538015365601,10.3330001831055,18.29457734,1172714.95,1638780.89,7133155.49
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2017,76.584,10.7,38549.9992370605,7.42857885,4.61426019668579,3.83999991416931,41.81090851,675633.44,703318.46,2884441.89
"Spain","ESP","Europe & Central Asia","High income",2017,83.2829268292683,2.5,263450.012207031,8.9569416,4.20777988433838,17.2199993133545,95.6660506,892822.05,498868.3,11075081.76
"Estonia","EST","Europe & Central Asia","High income",2017,78.0926829268293,2.5,16709.9990844727,6.59183788,4.96131992340088,5.76000022888184,92.95386558,45156.52,18159.77,392883.17
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2017,65.872,15.7,15819.9996948242,3.45336151,5.64951992034912,2.29900002479553,6.074356692,2836330.73,23661556.53,12572982.27
"Finland","FIN","Europe & Central Asia","High income",2017,81.6317073170732,2.5,43020.0004577637,9.12670135,6.36311006546021,8.64000034332275,84.09987264,177508.98,37107.98,1428930.64
"France","FRA","Europe & Central Asia","High income",2017,82.5756097560976,2.5,317829.986572266,11.33276176,5.45160007476807,9.40999984741211,78.639709,1889770.76,756973.25,15034474.26
"United Kingdom","GBR","Europe & Central Asia","High income",2017,81.2560975609756,2.5,367000,9.80787468,5.38499021530151,4.32999992370605,98.05412839,1270755.98,1003700.03,16863088.23
"Georgia","GEO","Europe & Central Asia","Upper middle income",2017,73.414,8.1,9729.99954223633,7.05804443,3.57442998886108,13.9399995803833,35.75669287,139649.84,100745.06,1240195.35
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2017,63.463,7.1,17010.0002288818,3.35796332,3.53362989425659,4.21999979019165,11.93857292,892797.03,6911805.68,4884650.97
"Greece","GRC","Europe & Central Asia","High income",2017,81.2878048780488,2.5,66800.0030517578,8.10309219,3.47708988189697,21.4899997711182,89.39438524,230295.78,135186,2948435.63
"Honduras","HND","Latin America & Caribbean","Lower middle income",2017,74.898,13.2,9260.00022888184,6.98996687,4.93701982498169,5.53000020980835,48.5590408,380152.5,440876.25,1640631.66
"Croatia","HRV","Europe & Central Asia","High income",2017,77.8268292682927,2.5,17409.9998474121,6.75844765,3.85475993156433,11.210000038147,71.69353866,155164,43905.57,1267864.74
"Hungary","HUN","Europe & Central Asia","High income",2017,75.8170731707317,2.5,46439.998626709,6.75595856,4.61409997940063,4.15999984741211,86.904568,346095.98,116478.26,3255999.59
"India","IND","South Asia","Lower middle income",2017,69.165,13.2,2320409.91210938,2.93597651,4.30544996261597,5.35799980163574,39.88551213,50513560.36,151917798.8,259790683.1
"Ireland","IRL","Europe & Central Asia","High income",2017,82.1560975609756,2.5,37779.9987792969,7.06397724,3.50928997993469,6.71000003814697,82.45330285,88856.95,47891.1,1015679.28
"Iceland","ISL","Europe & Central Asia","High income",2017,82.6609756097561,2.5,1669.99995708466,8.30908108,7.58385992050171,2.74000000953674,78.81124984,6705.44,3290.42,64831
"Israel","ISR","Middle East & North Africa","High income",2017,82.5512195121951,2.5,65610.0006103516,7.28954744,6.05790996551514,4.21999979019165,92.69180272,154911.86,104186.95,1494138.52
"Italy","ITA","Europe & Central Asia","High income",2017,82.9463414634147,2.5,329190.002441406,8.6777401,4.04493999481201,11.210000038147,95.76461446,1112726.24,553655.36,16040523.66
"Jordan","JOR","Middle East & North Africa","Upper middle income",2017,74.292,8.8,26149.9996185303,7.98199606,3.22853994369507,18.1399993896484,81.68932227,197923.96,317369.72,1434947.14
"Japan","JPN","East Asia & Pacific","High income",2017,84.099756097561,2.5,1155229.98046875,10.65627003,3.13057994842529,2.79999995231628,80.23911509,3276201.53,1954915.02,30943062.1
"Kuwait","KWT","Middle East & North Africa","High income",2017,75.311,2.5,90730.0033569336,4.65326786,6.3654899597168,2.19700002670288,100,75910.61,68669.19,547844.58
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2017,78.833,6.8,29319.9996948242,7.7873559,2.13294005393982,10.2740001678467,15.75475375,130554.77,126819.57,1099126.37
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2017,52.947,29.5,699.999988079071,10.08778667,8.15688991546631,23.2000007629395,42.14656281,168813.85,1074969.92,445954.55
"Lithuania","LTU","Europe & Central Asia","High income",2017,75.4804878048781,2.5,11220.0002670288,6.47513723,3.81220006942749,7.07000017166138,93.35363524,140515.79,46017.08,927238.97
"Luxembourg","LUX","Europe & Central Asia","High income",2017,82.0951219512195,2.5,9000,5.25779152,3.48645997047424,5.51999998092651,96.72498505,13925.35,5850.54,124727.52
"Latvia","LVA","Europe & Central Asia","High income",2017,74.6292682926829,2.5,7119.99988555908,5.97031736,4.36671018600464,8.72000026702881,76.5155682,85209.57,34850.92,655828.16
"Morocco","MAR","Middle East & North Africa","Lower middle income",2017,76.218,3.7,63520.0004577637,5.23467541,5.11831569671631,9.24199962615967,38.37603783,1109674.53,1606372.32,7366849.1
"Madagascar","MDG","Sub-Saharan Africa","Low income",2017,66.311,42.3,3470.00002861023,4.84431553,2.70137429237366,1.82299995422363,9.407308361,590791.34,6324134.17,3854013.73
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2017,74.947,6.1,471579.986572266,5.45759058,4.51821994781494,3.42000007629395,50.0587208,5074970.67,3794766.45,24415569.65
"Mali","MLI","Sub-Saharan Africa","Low income",2017,58.452,3.1,5179.99982833862,3.67425632,3.78976988792419,7.40999984741211,17.82759777,861303.54,10455713.77,3330760.45
"Malta","MLT","Middle East & North Africa","High income",2017,82.3463414634146,2.5,1519.99998092651,8.89494133,4.65162992477417,4,91.86797469,9155.35,5663.39,105545.35
"Myanmar","MMR","East Asia & Pacific","Lower middle income",2017,66.558,3,32500,5.08065748,2.32633996009827,1.55999994277954,60.85804939,2327896.89,5517990.29,12423589.64
"Mongolia","MNG","East Asia & Pacific","Lower middle income",2017,69.509,6.3,19579.9999237061,4.0050602,4.06897020339966,6.3600001335144,51.49591845,173870.3,174769.06,788018.91
"Malawi","MWI","Sub-Saharan Africa","Low income",2017,63.279,16.6,1190.00005722046,10.88755989,4.03133010864258,5.76000022888184,23.45407277,406598.03,4948217.64,2389662.76
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2017,75.828,3.2,227619.995117188,3.70413661,4.6753101348877,3.41000008583069,75.86281624,801143.21,1233788.07,5354202.28
"Netherlands","NLD","Europe & Central Asia","High income",2017,81.7609756097561,2.5,155759.994506836,10.1082983,5.17509984970093,4.84000015258789,97.49010655,349343.72,189438.96,4134124.88
"Norway","NOR","Europe & Central Asia","High income",2017,82.609756097561,2.5,37720.0012207031,10.31589031,7.91198015213013,4.15999984741211,64.34303832,122981.13,58362.57,1138352.82
"Nepal","NPL","South Asia","Lower middle income",2017,70.169,4.2,12479.9995422363,4.72173262,4.76722002029419,3.31800007820129,41.1154797,885689.55,2954273.69,5479328.32
"New Zealand","NZL","East Asia & Pacific","High income",2017,81.6585365853659,2.5,32930.0003051758,9.01967621,6.25973987579346,4.73999977111816,81.30071781,154255.43,44607.07,968990.18
"Peru","PER","Latin America & Caribbean","Upper middle income",2017,76.286,7.6,54270.0004577637,4.91776848,3.93130993843079,3.69000005722046,45.39758923,851387.09,1649707.72,4902131.56
"Philippines","PHL","East Asia & Pacific","Lower middle income",2017,70.952,7.5,133500,3.960428,4.40000009536743,2.54999995231628,57.0956432,3221254.99,8991089.2,20421407.24
"Poland","POL","Europe & Central Asia","High income",2017,77.7536585365854,2.5,312859.985351563,6.5601325,4.5584602355957,4.8899998664856,90.15793759,1445093.65,538485.99,10494719.73
"Portugal","PRT","Europe & Central Asia","High income",2017,81.4243902439025,2.5,53330.0018310547,9.30583763,5.0156102180481,8.86999988555908,82.78225037,219570.97,192038.99,2879525.78
"Paraguay","PRY","Latin America & Caribbean","Upper middle income",2017,73.992,7.8,8060.0004196167,6.60703087,3.08968997001648,4.6100001335144,58.12856063,228167.89,263073.84,1164671.83
"Romania","ROU","Europe & Central Asia","High income",2017,75.309756097561,2.5,74209.9990844727,5.1508317,3.09539008140564,4.92999982833862,77.35901664,702107.22,418365.8,6350644.02
"Saudi Arabia","SAU","Middle East & North Africa","High income",2017,74.874,3.7,545070.007324219,6.26256323,8.01642513275146,5.8899998664856,55.45596235,2000056.94,643663.66,5217010.11
"Senegal","SEN","Sub-Saharan Africa","Lower middle income",2017,67.38,8.5,9800.00019073486,3.99707484,4.62496995925903,3.69000005722046,22.35530807,344250.34,3144770.08,2177014.17
"Sierra Leone","SLE","Sub-Saharan Africa","Low income",2017,53.895,27.2,939.999997615814,9.39976025,4.66096019744873,4.66300010681152,13.24676127,370362.06,3212165.46,1345818.13
